,firm_name,firm_id,prefecture,firm_size,surveying_rank,surveying_exception,buildingConsulting_rank,buildingConsulting_exception,civilEngineeringConsulting_rank,civilEngineeringConsulting_exception,geologicalSurvey_rank,geologicalSurvey_exception,compensationConsultanting_rank,compensationConsultanting_exception,date
373,（株）豊西測量設計,4320001009509,大分県,中小企業,652,,,,760,,,,710,,20200201
374,ポートコンサルタント（株）,5010001007113,東京都,中小企業,1249,,,,888,,,,,,20200201
375,（株）ホープ建設コンサルタント,6330001004218,熊本県,中小企業,909,,,,1074,,336,,,,20200201
376,（株）ホープ設計,3360001002667,沖縄県,中小企業,490,,1039,,288,,348,,,,20200201
377,（株）ホクコク地水,6220001006027,石川県,大企業,922,,,,383,,50,,,,20200201
378,北電技術コンサルタント（株）,7230001003773,富山県,大企業,165,,97,,197,,202,,278,,20200201
379,北電総合設計（株）,4430001022252,北海道,大企業,103,,123,,48,,90,,,,20200201
380,（株）北斗エス・イー・シー,8190001005369,三重県,中小企業,758,,,,1071,,,,860,,20200201
381,（株）北斗測量設計,2120901001974,大阪府,中小企業,1198,,,,,,,,,,20200201
382,北斗測量調査（株）,6110001018371,新潟県,中小企業,484,,,,1551,,,,,,20200201
383,（一社）北部九州河川利用協会,2290005010328,福岡県,公益法人,965,,,,686,,,,,,20200201
384,（有）北部測量設計,1360002019737,沖縄県,中小企業,1011,,,,1675,,721,,,,20200201
385,ホコタ設計コンサルタンツ（株）,9050001021957,茨城県,中小企業,278,,,,1452,,,,444,,20200201
386,（株）保全工学研究所,9010001093604,東京都,中小企業,1382,,1058,,1065,,846,,,,20200201
387,（株）北海工営社,3430001021437,北海道,中小企業,1171,,,,1409,,857,,,,20200201
388,北海航測（株）,5430001021443,北海道,中小企業,73,,,,961,,,,,,20200201
389,（株）北海道近代設計,8430001075429,北海道,中小企業,971,,,,497,,,,,,20200201
390,北海道地図（株）,4450001002888,北海道,中小企業,475,,,,,,,,,,20200201
391,北光コンサル（株）,7400001001438,岩手県,中小企業,207,,761,,468,,530,,22,,20200201
392,（株）本州,9030001077167,埼玉県,中小企業,304,,,,,,,,,,20200201
393,本田調査測量事務所,,長崎県,中小企業,1431,,,,,,,,,,20200201
394,（株）本間組,6110001005155,新潟県,中小企業,639,,314,,833,,,,,,20200201
395,（株）ガイア,5290001004470,福岡県,中小企業,460,,,,1458,,,,,,20200201
396,（株）カイ設計事務所,7320001011255,大分県,中小企業,1148,,,,1383,,843,,,,20200201
397,（株）海渡設計,8290801016613,福岡県,中小企業,765,,232,,1530,,,,321,,20200201
398,（株）カイハツ,7280001003406,島根県,中小企業,143,,883,,325,,226,,266,,20200201
399,開発エンジニアリング（株）,7010501005845,東京都,中小企業,928,,,,935,,657,,,,20200201
400,（株）開発技術コンサルタント,6110001001039,新潟県,中小企業,419,,,,243,,291,,,,20200201
401,（株）開発設計コンサルタント,3010001125453,東京都,大企業,748,,153,,100,,28,,,,20200201
402,開発虎ノ門コンサルタント（株）,3013301015828,東京都,大企業,217,,,,103,,298,,,,20200201
403,（株）海邦技研,8360001005806,沖縄県,中小企業,1342,,,,1339,,807,,,,20200201
404,海洋エンジニアリング（株）,1010501011824,東京都,中小企業,686,,731,,780,,,,,,20200201
405,（株）海洋計画,2350001000334,宮崎県,中小企業,885,,,,1538,,583,,555,,20200201
406,海洋建設（株）,9260001012869,岡山県,中小企業,1245,,,,825,,,,,,20200201
407,（株）海洋先端技術研究所,9011201001117,東京都,中小企業,1094,,,,,,,,,,20200201
408,角栄測量設計（株）,9320001000784,大分県,中小企業,654,,,,1235,,,,742,,20200201
409,（有）鹿児島測量施工管理,9340002016514,鹿児島県,中小企業,1033,,,,1639,,,,,,20200201
410,鹿児島土木設計（株）,6340001000975,鹿児島県,中小企業,138,,,,319,,420,,446,,20200201
411,（株）梶川土木コンサルタント,8180301013832,愛知県,中小企業,572,,809,,514,,303,,134,,20200201
412,鹿島建設（株）,8010401006744,東京都,大企業,409,,13,,31,,29,,,,20200201
413,春日綜合技術（株）,2290001024307,福岡県,中小企業,782,,,,,,,,,,20200201
414,（株）和調査設計,7330001000777,熊本県,中小企業,351,,,,731,,,,361,,20200201
415,（株）片岡測量設計事務所,9350001009419,宮崎県,中小企業,783,,,,,,,,540,,20200201
416,（株）片平新日本技研,1010001001854,東京都,大企業,216,,,,74,,274,,,,20200201
417,（有）金井測量設計事務所,3100002023143,長野県,中小企業,843,,,,1177,,,,636,,20200201
418,（株）カナコン,8020001001252,神奈川県,中小企業,612,,,,259,,275,,,,20200201
419,（株）要建設コンサルタント,9360001016422,沖縄県,中小企業,1374,,,,1380,,844,,,,20200201
420,かなめ測量（株）,5050001037841,茨城県,中小企業,1400,,,,,,,,,,20200201
421,（株）カナン・ジオリサーチ,3500001001274,愛媛県,中小企業,1168,,,,1408,,312,,,,20200201
422,（有）カネカ測量設計,1330002023808,熊本県,中小企業,1200,,,,1446,,,,502,,20200201
423,（株）カネコ,3011301001666,東京都,大企業,472,,,,,,,,,,20200201
424,（株）兼田コンサルタント,3320201000193,大分県,中小企業,556,,,,1117,,,,372,,20200201
425,（株）和技研,3140001048303,兵庫県,中小企業,1128,,,,1047,,,,796,,20200201
426,（株）カミナガ,8290001012280,長崎県,中小企業,416,,,,544,,101,,,,20200201
427,（株）上村技研,7320001000828,大分県,中小企業,340,,,,1374,,,,,,20200201
428,（有）嘉陽測量設計,3360002011568,沖縄県,中小企業,1213,,,,1831,,871,,,,20200201
429,（株）カワコン,8020001080783,神奈川県,中小企業,339,,,,1805,,851,,290,,20200201
430,（株）川坂コンサルタント,6021001040168,神奈川県,中小企業,1413,,,,,,,,,,20200201
431,川崎技術開発（株）,7340001001238,鹿児島県,中小企業,950,,,,1198,,181,,588,,20200201
432,川崎地質（株）,7010401037591,東京都,大企業,141,,,,70,,7,,,,20200201
433,（株）河津測量設計,4330001000846,熊本県,中小企業,534,,,,931,,517,,,,20200201
434,（株）河野測量設計,6320001009663,大分県,中小企業,724,,,,982,,822,,795,,20200201
