,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_technical_score,woodenbuiliding_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,airconditioning_qualification,airconditioning_rank,airconditioning_exception,airconditioning_financial_score,airconditioning_technical_score,airconditioning_total_score,cement_qualification,cement_rank,cement_exception,cement_financial_score,cement_technical_score,cement_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,slope_qualification,slope_rank,slope_exception,slope_financial_score,slope_technical_score,slope_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,stakeout_qualification,stakeout_rank,stakeout_exception,stakeout_financial_score,stakeout_technical_score,stakeout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,prefab_qualification,prefab_rank,prefab_exception,prefab_financial_score,prefab_technical_score,prefab_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,communication_qualification,communication_rank,communication_exception,communication_financial_score,communication_technical_score,communication_total_score,substation_qualification,substation_rank,substation_exception,substation_financial_score,substation_technical_score,substation_total_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_technical_score,bridgemaintenance_score,date
1059,Ｉ・Ｋ（株）,岩尾　一星,福岡県直方市大字山部８１０－４０,5290801014727,D,438,,805,813,1618,B,2128,,644,0,644,○,1074,,644,0,644,,,,,,,D,994,,814,0,814,○,744,,775,0,775,,,,,,,C,1820,,644,0,644,○,1484,,644,0,644,○,1119,,700,0,700,○,1647,,727,0,727,○,1283,,644,0,644,○,2901,,727,0,727,○,886,,644,0,644,○,898,,727,0,727,○,932,,644,0,644,,,,,,,○,568,,729,0,729,○,1050,,644,0,644,○,917,,644,0,644,,,,,,,,,,,,,20211101
1060,アイケイマーキング（株）,山本　幸一,長野県長野市真島町川合２０３６,6100001000033,D,3128,,547,0,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1450,,544,0,544,○,3655,,559,0,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1113,,592,0,592,,,,,,,,,,,,,,,,,,,20211101
1061,（株）相洸,岩戸　博己,鹿児島県鹿児島市田上５－４０－３,3340001000193,D,1927,,798,0,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,283,,947,0,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1062,ＩＣＭ（株）,谷　哲朗,熊本県熊本市北区清水万石３－３－３８,5330003006543,D,2919,,647,0,647,B,2139,,642,0,642,,,,,,,B,817,,626,0,626,D,2065,,652,0,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1336,,630,0,630,○,3209,,690,0,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1227,,708,0,708,20211101
1063,（有）Ｉ・Ｃ・Ｍコーポレーション,増田　仁,宮崎県宮崎市佐土原町下田島４８８９,1350002008716,D,2047,,782,0,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3139,,700,0,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1064,アイ総合技術（株）,山崎　昭彦,長崎県佐世保市柚木町１３８８－１,7310001011652,D,1932,,798,0,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,245,,872,806,1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,34,,656,465,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1065,（株）アイチ．,葛城　亮,福岡県福岡市東区東浜２－８５－２４,5290001029410,D,2364,,735,0,735,B,2226,,622,0,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1560,,622,0,622,○,1240,,664,0,664,○,1875,,672,0,672,,,,,,,○,3326,,672,0,672,○,961,,607,0,607,,,,,,,○,941,,637,0,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1311,,672,0,672,20211101
1066,アイティーエックス（株）,市川　雅夫,長崎県長崎市目覚町７－１４,7310001000028,D,2509,,717,0,717,B,2181,,634,0,634,,,,,,,,,,,,,D,1795,,701,0,701,,,,,,,C,1056,,631,0,631,C,1621,,681,0,681,○,1449,,650,0,650,,,,,,,○,1977,,631,0,631,,,,,,,○,3210,,690,0,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1037,,649,0,649,,,,,,,,,,,,,,,,,,,20211101
1067,アイランドグリーン（有）,渡辺　英雄,熊本県熊本市西区島崎２－４－１９,4330002000176,D,2837,,663,0,663,,,,,,,,,,,,,A,121,,766,859,1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3055,,710,0,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1068,（有）あい緑化,原口　末丸,長崎県長崎市白鳥町６－５５,9310002006121,D,2272,-01,748,0,748,B,1759,-01,694,0,694,,,,,,,B,470,-01,726,0,726,,,,,,,,,,,,,,,,,,,,,,,,,○,1545,-01,630,0,630,○,1278,-01,652,0,652,○,1857,-01,678,0,678,,,,,,,○,3301,-01,677,0,677,○,974,-01,593,0,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1069,アイレック技建（株）,飯田　敏昭,東京都台東区雷門一丁目４番４号,4010501004362,D,1040,,1025,0,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,409,,845,0,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1070,（株）清,内山　智将,山口県宇部市大字東岐波８２７番地１,7250001002930,D,334,,984,670,1654,B,1396,,736,0,736,○,774,,715,0,715,B,659,,690,0,690,D,1444,,750,0,750,○,1096,,716,0,716,,,,,,,C,1079,,751,0,751,○,915,,730,0,730,○,662,,792,0,792,○,1060,,822,0,822,○,1102,,685,0,685,○,1887,,822,0,822,○,731,,685,0,685,○,542,,822,0,822,○,651,,715,0,715,,,,,,,○,600,,716,0,716,,,,,,,,,,,,,,,,,,,○,811,,822,0,822,20211101
1071,（株）葵設備工業,将口　利秋,福岡県北九州市小倉南区長野１－１９－３,4290801000075,D,2918,,647,0,647,,,,,,,,,,,,,,,,,,,D,2175,,620,0,620,,,,,,,,,,,,,B,196,,844,880,1724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1083,,622,0,622,,,,,,,,,,,,,,,,,,,20211101
1072,葵造園（有）,石川　友久,愛知県岡崎市大樹寺３丁目１２番地１１,3180302000058,D,2332,,739,0,739,B,2062,,657,0,657,,,,,,,B,273,,783,0,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1939,,648,0,648,,,,,,,○,3307,,675,0,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1073,（株）青木建設,青木　伸一,山口県下関市清末千房３－６－１５,7250001005017,D,1041,,1024,0,1024,B,1007,,817,0,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1074,青野スポーツ施設（株）,青野　幸三,大阪府守口市文園町５－１９,7120001155163,D,1212,,929,0,929,B,918,,844,0,844,,,,,,,B,345,,759,0,759,D,1340,,766,0,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1075,青葉緑地建設（株）,川中　幸恵,福岡県北九州市小倉南区横代南町３－１２－１５,8290801006589,D,2616,,704,0,704,B,2011,,664,0,664,,,,,,,B,239,,802,0,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3268,,683,0,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1076,青山建設（有）,青山　元信,宮崎県日南市吾田東４－３－１,7350002016424,D,1715,,833,0,833,,,,,,,,,,,,,,,,,,,C,396,,870,938,1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2408,,775,0,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1077,茜建設（株）,林　積,福岡県飯塚市大分１５１９番地,1290001045931,D,1457,,874,0,874,,,,,,,,,,,,,,,,,,,D,965,,818,0,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1379,,775,0,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1078,（有）アカネ建設工業,金苗　弘年,大分県宇佐市大字上元重２５４－１３,7320002013705,D,84,,875,870,1745,B,1670,,705,0,705,,,,,,,,,,,,,D,1471,,746,0,746,○,1152,,705,0,705,,,,,,,C,706,,812,0,812,○,1159,,697,0,697,○,939,,739,0,739,○,1420,,768,0,768,,,,,,,○,2517,,766,0,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1079,（株）赤間造園,細井　裕典,福岡県宗像市冨地原２０５５－１,7290001036891,D,2322,,741,0,741,,,,,,,,,,,,,B,160,,845,0,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2965,,720,0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1080,（株）アキエンタープライズ,中野　彰,大阪府枚方市牧野本町１－１－６０,4120001165958,D,2403,,730,0,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1451,,703,0,703,,,,,,,,,,,,,○,1971,,634,0,634,○,1440,,560,0,560,○,3493,,635,0,635,○,984,,580,0,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1081,秋岡ハウジング（有）,馬込　久志,鹿児島県鹿屋市田崎町２１８１－２,3340002024794,D,2187,,762,0,762,,,,,,,,,,,,,,,,,,,D,565,,896,0,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1082,（有）秋建設,伊計　高秋,沖縄県中頭郡北中城村字安谷屋２０５－１,9360002011257,D,1588,,854,0,854,B,1448,,728,0,728,,,,,,,,,,,,,D,469,,922,0,922,○,621,,804,0,804,,,,,,,C,1476,,701,0,701,○,931,,726,0,726,○,834,,759,0,759,○,1312,,786,0,786,,,,,,,○,2283,,786,0,786,,,,,,,○,682,,786,0,786,,,,,,,,,,,,,○,343,,804,0,804,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1083,秋山工業（株）,秋山　周三,愛媛県新居浜市東田１－甲１３００,5500001009555,D,2037,,784,0,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,362,,892,0,892,C,221,,1005,0,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,546,,820,0,820,,,,,,,,,,,,,,,,,,,20211101
1084,（有）秋山重建,秋山　秀幸,福岡県三井郡大刀洗町大字山隈１８－１,3290002052041,D,531,,872,702,1574,B,1188,,773,0,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,894,,734,0,734,,,,,,,○,1328,,783,0,783,,,,,,,○,2447,,772,0,772,,,,,,,,,,,,,○,629,,720,0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1085,あきら（株）,中川　崇,東京都中央区東日本橋３－３－１１,7010001036564,D,1090,,986,0,986,,,,,,,○,292,,879,0,879,,,,,,,D,643,,879,0,879,,,,,,,A,32,,1483,1405,2888,B,25,,1170,1036,2206,,,,,,,,,,,,,,,,,,,,,,,,,○,920,,1404,0,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,53,,1303,1040,2343,○,118,,1109,798,1907,○,35,,1370,801,2171,,,,,,,20211101
1086,あきら工業（株）,中川　崇,新潟県新潟市西区流通センター２－２－３,9110001000260,D,1128,,966,0,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,99,,1156,0,1156,B,15,,1179,1113,2292,,,,,,,,,,,,,,,,,,,○,520,,794,0,794,○,1124,,1038,0,1038,,,,,,,,,,,,,,,,,,,○,74,,791,0,791,,,,,,,○,60,,1070,1237,2307,○,387,,934,0,934,○,83,,1101,613,1714,,,,,,,20211101
1087,（株）アクアテルス,片桐　克己,埼玉県さいたま市大宮区桜木町１－１０－２,2030001010423,D,1149,,956,0,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,431,,869,0,869,,,,,,,,,,,,,,,,,,,○,783,,871,0,871,○,1060,,692,0,692,○,1485,,871,0,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,444,,890,0,890,○,177,,943,608,1551,○,119,,774,616,1390,,,,,,,20211101
1088,（株）アクエアー,久保田　勝志,宮崎県都城市都北町１６５６番地２,6350001008365,D,1800,,818,0,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,848,,724,0,724,B,82,,991,1001,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1089,（有）アクティブ,中村　弘美,宮崎県宮崎市月見ケ丘４－１４－５,3350002000159,D,2058,,781,0,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,152,,836,620,1456,○,590,,879,869,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,988,,781,0,781,20211101
1090,（株）アクティブ,楠　孝志,長野県長野市中御所４－６－１９,5100001000091,D,2754,,683,0,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1408,,586,0,586,○,3260,,683,0,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1091,（有）阿久根緑化センター,田中　高徳,鹿児島県阿久根市多田２９０１－５,2340002022114,D,2010,,787,0,787,B,1862,,685,0,685,,,,,,,B,453,,731,0,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1092,（株）曙建設,藤川　善孝,熊本県人吉市願成寺町５３９－１,3330002029927,D,1342,,895,0,895,B,1298,,754,0,754,,,,,,,,,,,,,D,870,,836,0,836,○,553,,820,0,820,,,,,,,C,1200,,734,0,734,○,769,,758,0,758,,,,,,,,,,,,,,,,,,,○,2351,,780,0,780,,,,,,,,,,,,,,,,,,,,,,,,,○,441,,769,0,769,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1093,アゴラ造園（株）,荻野　淳司,東京都練馬区高松６－２－１８,5011601000283,D,2074,,779,0,779,B,1992,,666,0,666,,,,,,,A,15,,1019,1170,2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1400,,771,0,771,,,,,,,○,2463,,771,0,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1094,（株）朝来野工務店,朝来野　正弘,大分県大分市豊饒２－６－３８,3320001000410,D,2073,,779,0,779,,,,,,,,,,,,,,,,,,,C,161,,946,1132,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1095,（株）アサノ大成基礎エンジニアリング,平山　光信,東京都台東区北上野２－８－７,5010001078914,D,1147,,956,0,956,,,,,,,,,,,,,,,,,,,D,289,,980,0,980,,,,,,,,,,,,,C,816,,794,0,794,,,,,,,,,,,,,○,764,,877,0,877,,,,,,,,,,,,,,,,,,,○,554,,818,0,818,,,,,,,○,50,,909,0,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1096,旭イノベックス（株）,星野　幹宏,北海道札幌市清田区平岡９条１－１－６,5430001000686,D,1157,,954,0,954,,,,,,,○,37,,1168,1150,2318,,,,,,,D,13,,1259,0,1259,,,,,,,C,666,,786,0,786,C,757,,804,0,804,,,,,,,,,,,,,,,,,,,,,,,,,○,1204,,954,0,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,39,,1240,1194,2434,,,,,,,,,,,,,,,,,,,20211101
1097,朝日エティック（株）,樋口　知以,大阪府大阪市福島区福島７－１５－２６　大阪ＹＭビル,3120001059987,D,1328,,898,0,898,,,,,,,,,,,,,,,,,,,D,35,,1220,0,1220,,,,,,,C,87,,1198,0,1198,C,387,,895,0,895,,,,,,,,,,,,,,,,,,,○,241,,1104,0,1104,○,1151,,1002,0,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,266,,1219,0,1219,○,318,,1095,0,1095,○,272,,1002,0,1002,,,,,,,20211101
1098,旭建装（有）,上戸　鉄治,長崎県長崎市川平町８５７－１２,8310002000174,D,560,,861,701,1562,B,2065,,657,0,657,○,833,,704,0,704,,,,,,,D,1443,,750,0,750,○,1160,,704,0,704,,,,,,,C,1580,,688,0,688,○,1422,,657,0,657,○,1002,,726,0,726,○,1482,,758,0,758,○,590,,772,0,772,○,2545,,763,0,763,,,,,,,○,801,,757,0,757,○,706,,704,0,704,,,,,,,○,717,,677,0,677,,,,,,,,,,,,,,,,,,,○,1084,,757,0,757,20211101
1099,（株）アサヒコア,楢原　俊成,宮崎県宮崎市大字小松１０４７,6350001000116,D,2277,,748,0,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,361,,919,774,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1998,,813,0,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,238,,796,595,1391,○,545,,813,0,813,,,,,,,20211101
1100,旭工業（株）,敷地　雄介,福岡県田川市大字伊加利２１８７－６,5290801017705,D,1581,,855,0,855,B,191,,878,1040,1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1840,,827,0,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1101,（株）アサヒコンサル,鳥羽　美幸,長崎県佐世保市江迎町埋立２－１４,1310001006955,D,284,,955,717,1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,113,,970,974,1944,,,,,,,,,,,,,,,,,,,○,363,,872,0,872,○,23,,905,689,1594,○,18,,725,792,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1102,旭産業（株）,田中　章夫,大分県臼杵市大字市浜１１３７－１,4320201000003,D,115,,864,870,1734,,,,,,,,,,,,,,,,,,,C,420,,911,870,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1103,（株）あさひ産業,林　和彦,福岡県飯塚市大分１４８０－５,4290001046142,D,1362,,890,0,890,B,1645,,708,0,708,○,579,,755,0,755,,,,,,,D,1404,,756,0,756,,,,,,,,,,,,,,,,,,,○,1081,,708,0,708,○,825,,762,0,762,○,1291,,788,0,788,,,,,,,○,746,,804,769,1573,,,,,,,○,678,,787,0,787,○,462,,755,0,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1104,（株）旭施工,中野　多美子,鹿児島県鹿児島市七ツ島１－４－１７－２Ｆ,2340001000302,D,2802,,670,0,670,B,2354,,567,0,567,,,,,,,,,,,,,D,2280,,546,0,546,○,1556,,546,0,546,,,,,,,,,,,,,○,1668,,560,0,560,○,1376,,581,0,581,○,2014,,603,0,603,,,,,,,○,3565,,603,0,603,,,,,,,○,1115,,603,0,603,○,1020,,546,0,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1388,,603,0,603,20211101
1105,旭日保安工業（有）,西野　修次郎,福岡県福岡市東区社領３－１４－２７,5290002004676,D,2162,,765,0,765,B,1668,,705,0,705,○,565,,757,0,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,120,,804,754,1558,○,670,,824,831,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,909,,799,0,799,20211101
1106,（株）旭日緑化建設,齊藤　正晃,佐賀県鳥栖市江島町３２５６－５０８,5300001006110,D,1550,,860,0,860,,,,,,,,,,,,,A,141,,900,643,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1235,,796,0,796,,,,,,,○,2124,,800,0,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1107,（株）アジアエンジニアリング,久田　友徳,沖縄県うるま市字赤道６８２－５　ウォーカーヒル２１０１,1360001007791,D,2956,,637,0,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,668,,785,0,785,C,1675,,674,0,674,,,,,,,○,1309,,637,0,637,○,1963,,637,0,637,,,,,,,○,3020,,714,0,714,,,,,,,,,,,,,○,943,,637,0,637,,,,,,,,,,,,,,,,,,,,,,,,,○,765,,714,0,714,○,1214,,714,0,714,20211101
1108,アジア海洋（株）,柳井　紳太郎,東京都中央区八丁堀３－２５－９,4010001035643,D,1197,,938,0,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1588,,687,0,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,274,,789,0,789,,,,,,,,,,,,,,,,,,,,,,,,,○,738,,735,0,735,,,,,,,,,,,,,,,,,,,20211101
1109,亜細亜建設工業（株）,田中　丈夫,福岡県筑紫野市大字山家２０４５―８,3290001040443,D,17,,886,885,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1536,,749,0,749,,,,,,,○,2705,,749,0,749,,,,,,,○,825,,749,0,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1110,アジアテック（株）,岩田　秀樹,鹿児島県鹿児島市新栄町３１－１４,1340001000278,D,1460,,874,0,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,238,,885,821,1706,○,795,,729,0,729,○,778,,880,672,1552,,,,,,,,,,,,,,,,,,,○,15,,765,813,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1111,安治川鉄工（株）,吉田　秀喜,大阪府大阪市西淀川区竹島４－１１－８８,8120001049091,D,1899,,802,0,802,,,,,,,○,498,,770,0,770,,,,,,,D,1604,,728,0,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1976,,814,0,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,696,,717,0,717,,,,,,,,,,,,,20211101
1112,芦森エンジニアリング（株）,伊藤　和良,大阪府大阪市西区土佐堀１－４－８日栄ビル２階,7010001036647,D,919,,1235,0,1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,167,,1058,0,1058,,,,,,,,,,,,,,,,,,,,,,,,,○,1049,,1137,0,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1113,（株）安謝橋電機,平良　博,沖縄県浦添市西原２－１－３,7360001008405,D,2589,,707,0,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,328,,981,760,1741,C,431,,881,0,881,,,,,,,○,1084,,707,0,707,○,1745,,707,0,707,,,,,,,○,1215,,948,0,948,,,,,,,○,953,,707,0,707,,,,,,,,,,,,,,,,,,,○,639,,770,0,770,○,688,,720,0,720,○,290,,975,0,975,,,,,,,20211101
1114,（株）飛鳥緑化建設,天本　良光,佐賀県鳥栖市牛原町５５０－３,9300001006115,D,607,,907,629,1536,,,,,,,,,,,,,A,129,,921,672,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1096,,817,0,817,,,,,,,○,1938,,817,0,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
1115,アスク沖縄（株）,松岡　勝男,沖縄県那覇市宇栄原５－１－１,1360001000103,D,2578,,708,0,708,,,,,,,,,,,,,,,,,,,D,1293,,771,0,771,,,,,,,,,,,,,C,573,,841,0,841,,,,,,,,,,,,,,,,,,,○,522,,793,0,793,○,1945,,816,0,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,662,,728,0,728,,,,,,,○,1132,,740,0,740,20211101
1116,梓建設（株）,山本　冠也,福岡県久留米市田主丸町石垣６７５－１,8290001050685,D,1732,,830,0,830,B,1908,,680,0,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,853,,716,766,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
