,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_technical_score,woodenbuiliding_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,airconditioning_qualification,airconditioning_rank,airconditioning_exception,airconditioning_financial_score,airconditioning_technical_score,airconditioning_total_score,cement_qualification,cement_rank,cement_exception,cement_financial_score,cement_technical_score,cement_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,slope_qualification,slope_rank,slope_exception,slope_financial_score,slope_technical_score,slope_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,stakeout_qualification,stakeout_rank,stakeout_exception,stakeout_financial_score,stakeout_technical_score,stakeout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,prefab_qualification,prefab_rank,prefab_exception,prefab_financial_score,prefab_technical_score,prefab_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,communication_qualification,communication_rank,communication_exception,communication_financial_score,communication_technical_score,communication_total_score,substation_qualification,substation_rank,substation_exception,substation_financial_score,substation_technical_score,substation_total_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_technical_score,bridgemaintenance_score,date
3411,（株）新中建設,荒木　康之,鹿児島県霧島市隼人町小田２３９６番地１,2340001007272,D,632,,927,594,1521,B,1317,,750,0,750,,,,,,,,,,,,,D,821,,844,0,844,○,687,,786,0,786,,,,,,,C,727,,809,0,809,,,,,,,,,,,,,,,,,,,○,828,,724,0,724,○,1633,,850,0,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3412,（株）伸東建設,後藤　啓嗣,宮崎県宮崎市新城町５－３,7350001000775,D,169,,889,830,1719,B,1496,,723,0,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2241,,789,0,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3413,森都工業（株）,井上　和俊,宮崎県宮崎市宮崎駅東２－４－１３,1350001000780,D,689,,871,625,1496,B,185,,916,1007,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1158,,807,0,807,,,,,,,○,1955,,816,0,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3414,新日本管検工業（有）,渡海　優,兵庫県伊丹市南本町７－１－１－６０６,5140002027816,D,3169,,487,0,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3415,新日本グラウト工業（株）,原田　軍治,福岡県福岡市南区清水１－１５－１８,8290001001408,D,1166,,951,0,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,53,,1072,1057,2129,,,,,,,,,,,,,,,,,,,○,92,,1138,0,1138,,,,,,,○,78,,777,0,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3416,新日本住宅（株）,江島　香織,福岡県久留米市津福本町１２４９ー６,4290001048956,D,2688,,694,0,694,,,,,,,,,,,,,,,,,,,D,802,,847,0,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3417,新日本緑地（株）,鳥井　金光,大分県日田市大字日高２７５７番地,7320001010034,D,1169,,949,0,949,,,,,,,,,,,,,B,558,,710,0,710,D,808,,847,0,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,61,,978,1118,2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3418,（株）陣内工務店,阿南　啓二,佐賀県神埼郡吉野ヶ里町松隈６０,9300001006528,D,150,,983,741,1724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3419,（有）新秀建設,新垣　均,沖縄県うるま市字具志川１３７３－４,5360002013372,D,355,,974,673,1647,,,,,,,,,,,,,,,,,,,C,409,,989,799,1788,,,,,,,,,,,,,,,,,,,○,716,,770,0,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3420,（株）新堀産業,新掘　忠伍,熊本県球磨郡相良村大字深水１３８３,1330003004179,D,1325,-01,898,0,898,,,,,,,,,,,,,,,,,,,D,870,-01,836,0,836,○,434,-01,848,0,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3421,新明和工業（株）,五十川　龍之,兵庫県宝塚市新明和町１－１,7140001082323,D,988,,1098,0,1098,,,,,,,,,,,,,,,,,,,D,14,,1253,0,1253,,,,,,,C,86,,1199,0,1199,C,110,,1121,0,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,33,,1539,991,2530,,,,,,,,,,,,,,,,,,,20211101
3422,（株）信用組,識名　安信,沖縄県石垣市新川４１４－１　信用ビル２Ｆ,7360001013108,D,2128,,771,0,771,B,1928,,677,0,677,○,1026,,660,0,660,B,764,,660,0,660,D,394,,943,0,943,○,719,,781,0,781,,,,,,,,,,,,,○,1291,,679,0,679,○,1060,,713,0,713,○,1620,,732,0,732,,,,,,,○,2859,,732,0,732,,,,,,,○,877,,732,0,732,,,,,,,,,,,,,○,394,,781,0,781,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3423,（有）新洋重機工業,金城　盛義,沖縄県宜野湾市字佐真下６２－１０,1360002016032,D,294,,889,780,1669,B,1531,,719,0,719,○,580,,755,0,755,,,,,,,D,946,,822,0,822,○,864,,755,0,755,,,,,,,C,1383,,711,0,711,○,1020,,715,0,715,○,774,,772,0,772,○,1228,,798,0,798,,,,,,,○,2153,,798,0,798,○,588,,708,0,708,○,632,,798,0,798,○,463,,755,0,755,,,,,,,○,521,,746,0,746,,,,,,,,,,,,,,,,,,,○,915,,798,0,798,20211101
3424,新菱冷熱工業（株）,加賀美　猛,東京都新宿区四谷１－６－１,8011101010326,D,1012,,1057,0,1057,,,,,,,,,,,,,,,,,,,D,73,,1169,0,1169,,,,,,,B,424,,1560,0,1560,A,4,,1938,1645,3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,278,,1183,0,1183,○,291,,1174,0,1174,○,136,,1312,0,1312,,,,,,,20211101
3425,（株）信和,桑岡　隆太,長崎県長崎市古河町４－１６,4310001000864,D,2734,,687,0,687,,,,,,,,,,,,,,,,,,,D,1141,,791,0,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,502,,800,0,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3426,（株）ジンワ,柴田　敏幸,埼玉県戸田市本町５－１１－１５,7030001020368,D,1109,,974,0,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,802,,686,0,686,,,,,,,,,,,,,20211101
3427,（有）新和建設,棚田　輝彦,福岡県京都郡苅田町大字苅田１１０４－２,7290802022891,D,2210,,757,0,757,B,2170,,636,0,636,○,960,,676,0,676,,,,,,,D,1941,,678,0,678,○,1309,,676,0,676,,,,,,,,,,,,,○,1259,,684,0,684,○,1185,,680,0,680,○,1768,,702,0,702,,,,,,,○,3129,,702,0,702,○,949,,616,0,616,○,967,,702,0,702,○,826,,676,0,676,,,,,,,○,815,,622,0,622,,,,,,,,,,,,,,,,,,,○,1244,,702,0,702,20211101
3428,信和建設（株）,丸尾　順治,大阪府大阪市中央区南船場１－１８－１１,5120001142493,D,2173,,764,0,764,B,1651,,707,0,707,○,666,,737,0,737,,,,,,,C,196,,1198,839,2037,○,286,,912,0,912,,,,,,,C,1422,,707,0,707,○,1083,,707,0,707,○,812,,764,0,764,○,1448,,764,0,764,○,960,,707,0,707,○,2539,,764,0,764,○,589,,707,0,707,○,772,,764,0,764,○,543,,737,0,737,,,,,,,○,173,,912,0,912,○,838,,707,0,707,○,730,,707,0,707,,,,,,,○,1059,,764,0,764,20211101
3429,信和産業（株）,開田　孝行,長崎県長崎市牧島町８－９,9310001002575,D,2922,,646,0,646,B,2318,,588,0,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1633,,588,0,588,,,,,,,,,,,,,○,1078,,688,0,688,○,945,,674,690,1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3430,進和總業（株）,前田　進,鹿児島県鹿児島市宇宿８丁目１８番１８号,9340001002234,D,762,,792,664,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,260,,886,763,1649,○,724,,743,0,743,○,615,,862,843,1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,617,,866,0,866,20211101
3431,（株）親和土建,川島　邦元,長崎県長崎市魚の町３番３６号,6310001000870,D,1428,,878,0,878,B,1617,,710,0,710,,,,,,,,,,,,,C,124,,1013,1103,2116,,,,,,,,,,,,,,,,,,,○,1166,,696,0,696,,,,,,,,,,,,,○,599,,770,0,770,○,2307,,784,0,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3432,（株）水栄管工社,稲次　賢一,長崎県佐世保市十郎新町１４０－７,5310001005565,D,1747,,827,0,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,317,,928,0,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,589,,794,0,794,,,,,,,,,,,,,,,,,,,20211101
3433,（株）水輝,岡　邦彦,熊本県熊本市北区四方寄町４９２－３,2330002010136,D,2293,,745,0,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,55,,852,1215,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3434,（有）スイケン,眞座　孝浩,沖縄県那覇市字国場１１６１－４－２０１,7360002005376,D,882,,817,515,1332,B,1790,,692,0,692,○,891,,692,0,692,,,,,,,,,,,,,,,,,,,,,,,,,C,532,,852,0,852,○,1201,,692,0,692,○,958,,736,0,736,○,1460,,762,0,762,,,,,,,○,2553,,762,0,762,,,,,,,○,794,,759,0,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1078,,759,0,759,20211101
3435,水建システム（有）,村岡　透,鹿児島県薩摩川内市里町里１９０４－８,5340002017664,D,2887,,653,0,653,,,,,,,,,,,,,,,,,,,D,1852,,693,0,693,○,1301,,676,0,676,,,,,,,C,1682,,673,0,673,,,,,,,,,,,,,,,,,,,,,,,,,○,3360,,665,0,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3436,（株）水交舎,平田　辰司,福岡県田川市大字川宮４２０番地１,7290801016366,D,2379,,733,0,733,,,,,,,,,,,,,,,,,,,D,1919,,682,0,682,,,,,,,,,,,,,C,1037,,756,0,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3437,（有）水信設備工業,廣森　勝己,鹿児島県鹿屋市串良町有里５０５９番地５,2340002025686,D,2732,,687,0,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1755,,658,0,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3438,水土工業（株）,山田　昌宏,長崎県長崎市城山町１３－２,9310001000876,D,852,,805,570,1375,B,2209,,627,0,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,808,,795,0,795,○,1553,,627,0,627,,,,,,,○,1682,,721,0,721,○,1343,,627,0,627,○,2628,,756,0,756,○,929,,627,0,627,,,,,,,,,,,,,,,,,,,,,,,,,○,948,,678,0,678,,,,,,,,,,,,,,,,,,,20211101
3439,水ｉｎｇエンジニアリング（株）,池口　学,東京都港区港南１－７－１８,5010401137014,D,1007,,1061,0,1061,,,,,,,,,,,,,,,,,,,D,70,,1170,0,1170,,,,,,,B,367,,966,703,1669,A,53,,1266,1242,2508,,,,,,,,,,,,,,,,,,,○,473,,810,0,810,○,1031,,1161,0,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,59,,1210,1099,2309,,,,,,,,,,,,,,,,,,,20211101
3440,（株）末岡工務店,末岡　和則,福岡県北九州市八幡西区星和町２－３４,1290801010119,D,636,,780,741,1521,B,2231,,621,0,621,,,,,,,,,,,,,D,1911,,683,0,683,○,1405,,644,0,644,,,,,,,C,1168,,738,0,738,○,1564,,621,0,621,○,1198,,677,0,677,○,1758,,705,0,705,,,,,,,○,3109,,705,0,705,,,,,,,○,963,,705,0,705,○,971,,621,0,621,,,,,,,○,782,,644,0,644,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3441,（株）末広,末廣　浩二,鹿児島県霧島市隼人町西光寺１０,7340001007276,D,610,,890,645,1535,B,510,,868,757,1625,,,,,,,B,559,,709,0,709,D,409,,938,0,938,○,324,,890,0,890,,,,,,,C,730,,808,0,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3442,（株）末廣組,山下　耕一郎,鹿児島県薩摩川内市入来町副田５５２８番地,8340001008752,D,441,-01,924,693,1617,B,541,-01,855,727,1582,,,,,,,B,444,-01,733,0,733,C,313,-01,974,938,1912,○,206,-01,968,0,968,,,,,,,C,1166,-01,739,0,739,,,,,,,,,,,,,,,,,,,○,721,-01,744,0,744,○,1756,-01,835,0,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3443,末吉園（株）,普天間　直利,沖縄県那覇市首里山川町２－６１－１７,8360001017504,D,2820,,666,0,666,,,,,,,,,,,,,B,295,,773,0,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1893,,666,0,666,,,,,,,○,3202,,691,0,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3444,末吉建設（株）,末吉　人士,福岡県大牟田市東新町１－５－１,5290001053889,D,2505,,718,0,718,,,,,,,,,,,,,,,,,,,C,434,,850,916,1766,○,1003,,732,0,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3445,（有）末吉電水工業,末吉　健,沖縄県名護市大北４－１２－６,7360002019558,D,1832,,813,0,813,B,1716,,700,0,700,,,,,,,,,,,,,D,1776,,704,0,704,○,1157,,704,0,704,C,382,,884,0,884,C,459,,873,0,873,○,1142,,700,0,700,○,942,,739,0,739,○,1485,,758,0,758,,,,,,,○,2163,,797,0,797,,,,,,,○,797,,758,0,758,,,,,,,,,,,,,○,642,,704,0,704,,,,,,,,,,,,,○,582,,797,0,797,○,918,,797,0,797,20211101
3446,（株）スカイマーク,中山　信二,福岡県京都郡みやこ町吉岡４６５－１,2290801015843,D,903,,701,563,1264,B,2323,,587,0,587,○,1167,,584,0,584,,,,,,,D,2237,,584,0,584,○,1520,,584,0,584,,,,,,,,,,,,,○,1661,,566,0,566,○,1373,,584,0,584,○,2015,,603,0,603,,,,,,,○,3566,,603,0,603,,,,,,,○,1116,,603,0,603,○,1002,,584,0,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1389,,603,0,603,20211101
3447,（株）スガナミ,菅波　靖起,大阪府大阪市此花区春日出中２丁目７番１３,6120001026464,D,2084,,777,0,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,47,,956,977,1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,856,,812,0,812,20211101
3448,（株）菅野建設,菅野　親平,福岡県田川市大字伊田３９５７,4290801016369,D,2113,,773,0,773,B,1888,,682,0,682,,,,,,,,,,,,,C,331,,845,1050,1895,○,853,,757,0,757,,,,,,,,,,,,,○,1273,,682,0,682,○,1043,,717,0,717,○,1602,,735,0,735,○,1115,,682,0,682,○,2492,,768,0,768,,,,,,,,,,,,,,,,,,,,,,,,,○,481,,757,0,757,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3449,菅原造園建設（株）,菅原　猛,福岡県北九州市戸畑区天神２－２－２１,2290801001959,D,2227,,754,0,754,,,,,,,,,,,,,B,131,,870,0,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3450,菅原工業（株）,菅原　光晴,愛知県名古屋市西区笠取町３－２９,4180001050782,D,2664,,697,0,697,B,2012,,664,0,664,,,,,,,,,,,,,C,516,,865,791,1656,○,704,,783,0,783,,,,,,,B,113,,919,979,1898,○,1374,,664,0,664,,,,,,,,,,,,,○,490,,803,0,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,485,,756,0,756,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3451,（株）杉浦解体,杉浦　正信,熊本県玉名市岱明町山下３６－６,9330001011797,D,1814,,816,0,816,,,,,,,,,,,,,,,,,,,D,669,,873,0,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3452,（株）杉尾植木,杉尾　實,宮崎県西都市大字鹿野田６６９１,5350001005594,D,2469,,723,0,723,,,,,,,,,,,,,B,269,,786,0,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1684,,721,0,721,,,,,,,○,2956,,721,0,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3453,杉工業（株）,杉森　巌,熊本県熊本市北区龍田５－１－２２,4330001002470,D,1776,,822,0,822,B,280,,891,933,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3454,（株）杉田産業,杉田　裕之,長崎県長崎市大橋町６－２,6310001000879,D,2666,,697,0,697,,,,,,,,,,,,,,,,,,,D,1131,,792,0,792,○,975,,737,0,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3455,（有）スギタニ建設,平尾　賢吾,長崎県島原市原町甲２９８,9310002017977,D,1925,,798,0,798,B,1909,,680,0,680,○,850,,700,0,700,,,,,,,D,1809,,700,0,700,○,1184,,700,0,700,,,,,,,C,1449,,704,0,704,○,1289,,680,0,680,○,1053,,715,0,715,○,1618,,733,0,733,○,1128,,680,0,680,○,2855,,733,0,733,○,752,,680,0,680,○,876,,733,0,733,○,721,,700,0,700,,,,,,,,,,,,,○,943,,680,0,680,○,830,,680,0,680,,,,,,,○,1154,,733,0,733,20211101
3456,（株）杉本工務店,杉本　信一,熊本県熊本市南区富合町杉島９７４番地,1330001008652,D,2273,,748,0,748,,,,,,,,,,,,,,,,,,,C,268,,846,1116,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3457,（有）スキルテック,池上　京美,福岡県宮若市鶴田１８１１－１２３,3290802020354,D,740,,826,642,1468,B,1812,,690,0,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2535,,764,0,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,912,,798,0,798,20211101
3458,（有）スクラム,下小野田　慎,鹿児島県鹿屋市串良町有里４７９－３,8340002026844,D,3172,,481,0,481,B,2408,,446,0,446,,,,,,,,,,,,,D,2314,,462,0,462,○,1585,,453,0,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3459,（株）スズキ,鈴木　周作,福岡県田川郡福智町伊方４０９８－３,7290801019625,D,2030,,785,0,785,B,375,,820,926,1746,○,770,,717,0,717,,,,,,,D,1687,,717,0,717,○,1088,,717,0,717,,,,,,,B,116,,891,999,1890,○,183,,931,0,931,○,752,,777,0,777,○,1367,,777,0,777,,,,,,,○,878,,820,640,1460,,,,,,,○,721,,777,0,777,○,647,,717,0,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3460,（株）鈴木建設,鈴木　正剛,福岡県飯塚市菰田西３－１４－４０,4290001045615,D,240,,871,818,1689,B,2035,,661,0,661,,,,,,,,,,,,,C,96,,927,1236,2163,○,726,,780,0,780,,,,,,,,,,,,,○,1397,,661,0,661,,,,,,,○,1338,,781,0,781,○,1033,,696,0,696,○,2338,,781,0,781,,,,,,,,,,,,,,,,,,,,,,,,,○,396,,780,0,780,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3461,鈴木建設（株）,鈴木　純一郎,佐賀県佐賀市鍋島町大字八戸３１８８－２,9300001000720,D,1865,,806,0,806,,,,,,,,,,,,,,,,,,,,,,,,,○,1118,,710,0,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3462,（株）鈴見組,鈴見　伸,福岡県田川郡添田町大字添田３３３８－１,1290801016958,D,2069,,779,0,779,B,2196,,631,0,631,○,1080,,643,0,643,,,,,,,D,2104,,643,0,643,○,1411,,643,0,643,,,,,,,C,1880,,631,0,631,○,1541,,631,0,631,○,1274,,653,0,653,○,1831,,686,0,686,,,,,,,○,3248,,686,0,686,○,923,,631,0,631,○,1004,,686,0,686,○,936,,643,0,643,,,,,,,○,794,,636,0,636,○,1070,,631,0,631,○,938,,631,0,631,,,,,,,○,1285,,686,0,686,20211101
3463,（株）砂川建設,川上　泰明,熊本県宇城市小川町南新田３０３－２,6330003002855,D,560,-01,909,652,1561,B,1086,-01,794,0,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1897,-01,821,0,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,840,-01,707,0,707,,,,,,,,,,,,,,,,,,,20211101
3464,砂盛建設（株）,砂川　盛良,沖縄県石垣市新栄町２５番地の１３,9360001013122,D,1931,,798,0,798,,,,,,,,,,,,,,,,,,,D,359,,952,0,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3465,（株）スピナ,野嵜　武秀,福岡県北九州市八幡東区平野２－１１－１,6290801009239,D,1810,,817,0,817,,,,,,,,,,,,,B,58,,975,0,975,D,882,,834,0,834,,,,,,,C,492,,847,0,847,C,870,,784,0,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3466,スポーツサーフェス（株）,松下　裕臣,東京都中央区日本橋室町４－２－１０　坂田ビル５階,1010001076533,D,1307,,903,0,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1541,,864,0,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3467,（株）スポーツテクノ和広,高松　保雄,東京都品川区南大井３－６－１８,4010701005061,D,90,,1206,536,1742,B,681,,1189,0,1189,,,,,,,B,124,,875,0,875,D,961,,819,0,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
3468,住友電設（株）,谷　信,大阪府大阪市西区阿波座２－１－４,7120001044515,D,831,,1394,0,1394,B,740,,966,0,966,○,180,,1042,0,1042,,,,,,,D,195,,1042,0,1042,,,,,,,A,5,,1798,1860,3658,C,18,,1322,0,1322,○,146,,966,0,966,,,,,,,,,,,,,○,289,,966,0,966,○,817,,1510,0,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,339,,1038,0,1038,○,35,,1553,1014,2567,○,20,,1604,816,2420,,,,,,,20211101
